"game_title","game_platform","publisher_title"
"Final Fantasy Crystal Chronicles: Echoes of Time","DS","Square Enix"
"Final Fantasy Crystal Chronicles: Echoes of Time","Wii","Square Enix"
"Final Fantasy Crystal Chronicles: Ring of Fates","DS","Square Enix"
"Final Fantasy Crystal Chronicles: The Crystal Bearers","Wii","Square Enix"
"Final Fantasy Explorers","3DS","Square Enix"
"Final Fantasy Fables: Chocobo's Dungeon","Wii","Square Enix"
"Final Fantasy Fables: Chocobo Tales","DS","Ubisoft"
"Final Fantasy I & II","NES","Square"
"Final Fantasy I & II: Dawn of Souls","GBA","Nintendo"
"Final Fantasy II","NES","SquareSoft"
"Final Fantasy II","SNES","Square"
"Final Fantasy II","WS","SquareSoft"
"Final Fantasy II Anniversary Edition","PSP","Square Enix"
"Final Fantasy III","DS","Square Enix"
"Final Fantasy III","NES","SquareSoft"
"Final Fantasy III","PSP","Square Enix"
"Final Fantasy III","SNES","SquareSoft"
"Final Fantasy IV","DS","Square Enix"
"Final Fantasy IV","PS","SquareSoft"
"Final Fantasy IV Advance","GBA","Nintendo"
"Final Fantasy IV: The Complete Collection","PSP","Square Enix"
"Final Fantasy IX","PS","SquareSoft"
"Final Fantasy Legend III","GB","SquareSoft"
"Final Fantasy Tactics","PS","SquareSoft"
"Final Fantasy Tactics A2: Grimoire of the Rift","DS","Square Enix"
"Final Fantasy Tactics Advance","GBA","SquareSoft"
"Final Fantasy Tactics: The War of the Lions","PSP","Square Enix"
"Final Fantasy Type-0","PS4","Square Enix"
"Final Fantasy Type-0","PSP","Unknown"
"Final Fantasy Type-0","XOne","Square Enix"
"Final Fantasy V","PS","SquareSoft"
"Final Fantasy V","SNES","SquareSoft"
"Final Fantasy V Advance","GBA","Nintendo"
"Final Fantasy VI","PS","Sony Computer Entertainment"
"Final Fantasy VI Advance","GBA","Nintendo"
"Final Fantasy VII","PS","Sony Computer Entertainment"
"Final Fantasy VII International","PS","Square"
"Final Fantasy VIII","PS","SquareSoft"
"Final Fantasy X","PS2","Sony Computer Entertainment"
"Final Fantasy X-2","PS2","Electronic Arts"
"Final Fantasy X-2: International + Last Mission","PS2","Square Enix"
"Final Fantasy X / X-2 HD Remaster","PS3","Square Enix"
"Final Fantasy X / X-2 HD Remaster","PSV","Square Enix"
"Final Fantasy X International","PS2","Square Enix"
"Final Fantasy X/X-2 HD Remaster","PS4","Square Enix"
"Final Fantasy XI","PS2","Unknown"
"Final Fantasy XI","X360","Square Enix"
"Final Fantasy XI: All-In-One Pack 2006","X360","Square Enix"
"Final Fantasy XI: Chains of Promathia","PS2","Square Enix"
"Final Fantasy XI: Rise of the Zilart","PS2","Square Enix"
"Final Fantasy XI: Treasures of Aht Urhgan","PS2","Square Enix"
"Final Fantasy XI: Ultimate Collection","X360","Square Enix"
"Final Fantasy XI: Vana'diel Collection 2008","PS2","Square Enix"
"Final Fantasy XI: Vana'diel Collection 2008","X360","Square Enix"
"Final Fantasy XI: Wings of the Goddess","PS2","Square Enix"
"Final Fantasy XI: Wings of the Goddess","X360","Square Enix"
"Final Fantasy XII","PS2","Square Enix"
"Final Fantasy XII International Zodiac Job System","PS2","Square Enix"
"Final Fantasy XII: Revenant Wings","DS","Square Enix"
"Final Fantasy XIII","PS3","Square Enix"
"Final Fantasy XIII","X360","Square Enix"
"Final Fantasy XIII-2","PS3","Square Enix"
"Final Fantasy XIII-2","X360","Square Enix"
"Final Fantasy XIV: A Realm Reborn","PC","Square Enix"
"Final Fantasy XIV: A Realm Reborn","PS3","Square Enix"
"Final Fantasy XIV: A Realm Reborn","PS4","Square Enix"
"Final Fantasy XIV: Heavensward","PC","Square Enix"
"Final Fantasy XIV: Heavensward","PS3","Square Enix"
"Final Fantasy XIV: Heavensward","PS4","Square Enix"
"Final Fantasy: Crystal Chronicles","GC","Nintendo"
"Final Fantasy: The 4 Heroes of Light","DS","Square Enix"
"Final Fight","SNES","Capcom"
"Final Fight 2","SNES","Capcom"
"Final Fight One","GBA","Ubisoft"
"Final Fight: Streetwise","PS2","Capcom"
"Final Fight: Streetwise","XB","Capcom"
"Finding Nemo","GBA","THQ"
"Finding Nemo","GC","THQ"
"Finding Nemo","PS2","THQ"
"Finding Nemo","XB","THQ"
"Finding Nemo: Escape to the Big Blue","DS","THQ"
"Finding Nemo: The Continuing Adventures","GBA","THQ"
"Finny the Fish & the Seven Waters","PS2","Sony Computer Entertainment"
"Fire Emblem","GBA","Nintendo"
"Fire Emblem: Awakening","3DS","Nintendo"
"Fire Emblem: Fuuin no Tsurugi","GBA","Nintendo"
"Fire Emblem: Monsh? no Nazo","SNES","Nintendo"
"Fire Emblem: Path of Radiance","GC","Nintendo"
"Fire Emblem: Radiant Dawn","Wii","Nintendo"
"Fire Emblem: Seisen no Keifu","SNES","Nintendo"
"Fire Emblem: Shadow Dragon","DS","Nintendo"
"Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu","DS","Nintendo"
"Fire Emblem: The Sacred Stones","GBA","Nintendo"
"Fire Emblem: Thracia 776","SNES","Nintendo"
"Fire Pro Wrestling Returns","PS2","505 Games"
"Fire ProWrestling","GBA","Spike"
"Fire ProWrestling G","PS","Human Entertainment"
"Fire ProWrestling S: 6Men Scramble","SAT","Human Entertainment"
"Fireball","2600","Starpath Corp."
"Fireblade","GC","Midway Games"
"Fireblade","PS2","Midway Games"
"Fireblade","XB","Midway Games"
"Firefighter F.D.18","PS2","Konami Digital Entertainment"
"First Queen: Ornic Senki","SNES","Culture Brain"
"Fish Tycoon","DS","Majesco Entertainment"
"Fishdom","DS","Atari"
"Fishdom 2 Deluxe","PC","Rondomedia"
"Fisherman's Bait 2: Big Ol' Bass","PS","Konami Digital Entertainment"
"Fisherman's Bass Club","PS2","Agetec"
"Fisherman's Challenge","PS2","Konami Digital Entertainment"
"Fishing Derby","2600","Activision"
"Fishing Master","Wii","Konami Digital Entertainment"
"Fishing Master (jp sales)","Wii","Konami Digital Entertainment"
"Fishing Master World Tour","Wii","Hudson Entertainment"
"Fishing Resort","Wii","Namco Bandai Games"
"Fist of the North Star: Ken's Rage","PS3","Ubisoft Annecy"
"Fist of the North Star: Ken's Rage","X360","Ubisoft Annecy"
"Fist of the North Star: Ken's Rage 2","PS3","Tecmo Koei"
"Fist of the North Star: Ken's Rage 2","WiiU","Tecmo Koei"
"Fist of the North Star: Ken's Rage 2","X360","Tecmo Koei"
"Fit in Six","PS3","Ubisoft"
"Fit in Six","Wii","Ubisoft"
"Flag Capture","2600","Atari"
"Flash Focus: Vision Training in Minutes a Day","DS","Nintendo"
"FlatOut","PS2","Empire Interactive"
"FlatOut","XB","Empire Interactive"
"FlatOut 2","PS2","Empire Interactive"
"FlatOut 2","XB","Empire Interactive"
"FlatOut: Head On","PSP","Empire Interactive"
"FlatOut: Ultimate Carnage","PC","Empire Interactive"
"FlatOut: Ultimate Carnage","X360","Empire Interactive"
"Flight Control Rocket","GBA","THQ"
"FlingSmash","Wii","Nintendo"
"Flip's Twisted World","Wii","Unknown"
"Flipnic: Ultimate Pinball","PS2","Ubisoft"
"Flipper Critters","DS","Conspiracy Entertainment"
"Flow: Urban Dance Uprising","PS2","Ubisoft"
"Flower Sun and Rain","DS","Rising Star Games"
"Flushed Away","DS","D3Publisher"
"Flushed Away","GC","D3Publisher"
"Flying Dragon","N64","Natsume"
"Folklore","PS3","Sony Computer Entertainment"
"Food Network: Cook or Be Cooked","Wii","Namco Bandai Games"
"Football Academy","DS","Electronic Arts"
"Football Director DS","DS","Pinnacle"
"Football Manager 2005","PC","Sega"
"Football Manager 2007","X360","Sega"
"Football Manager 2010","PC","Sega"
"Football Manager 2011","PC","Sega"
"Football Manager 2012","PC","Sega"
"Football Manager 2012","PSP","Sega"
"Football Manager 2013","PC","Sega"
"Football Manager 2014","PC","Sega"
"Football Manager 2014","PSV","Sega"
"Football Manager 2015","PC","Sega"
"Football Manager 2016","PC","Sega"
"Football Manager 2017","PC","Sega"
"Football Manager Handheld 2008","PSP","Sega"
"Football Manager Handheld 2009","PSP","Sega"
"Football Manager Handheld 2010","PSP","Sega"
"Football Manager Handheld 2011","PSP","Sega"
"Football Manager Live","PC","Sega"
"Forbidden Siren 2","PS2","Sony Computer Entertainment"
"Ford Bold Moves Street Racing","PSP","Xplosiv"
"Ford Mustang: The Legend Lives","PS2","Take-Two Interactive"
"Ford Mustang: The Legend Lives","XB","Take-Two Interactive"
"Ford Racing","PS","Empire Interactive"
"Ford Racing 2","PS2","Empire Interactive"
"Ford Racing 2","XB","Empire Interactive"
"Ford Racing 3","DS","Zoo Digital Publishing"
"Ford Racing 3","GBA","Zoo Digital Publishing"
"Ford Racing 3","PS2","Take-Two Interactive"
"Ford Racing 3","XB","Take-Two Interactive"
"Ford Racing Off Road","PS2","Xplosiv"
"Ford Racing Off Road","PSP","Xplosiv"
"Ford Racing Off Road","Wii","Xplosiv"
"Ford vs. Chevy","PS2","Global Star"
"Ford vs. Chevy","XB","Global Star"
"Forever Kingdom","PS2","From Software"
"Forgotten Realms: Demon Stone","PS2","Atari"
"Forgotten Realms: Demon Stone","XB","Atari"
"Formula 1","PS","Psygnosis"
"Formula 1 06","PS2","Sony Computer Entertainment"
"Formula 1 Championship Edition","PS","Psygnosis"
"Formula 1: Championship Edition","PS3","Sony Computer Entertainment"
"Formula One 2001","PS2","Sony Computer Entertainment"
"Formula One World Championship: Beyond the Limit","SCD","Sega"
"Forsaken","PS","Acclaim Entertainment"
"Fortress","GBA","Majesco Entertainment"
"Fortune Street","Wii","Nintendo"
"Forza Horizon","X360","Microsoft Game Studios"
"Forza Horizon 2","X360","Microsoft Game Studios"
"Forza Horizon 2","XOne","Microsoft Game Studios"
"Forza Horizon 3","XOne","Microsoft Game Studios"
"Forza Motorsport","XB","Microsoft Game Studios"
"Forza Motorsport 2","X360","Microsoft Game Studios"
"Forza Motorsport 3","X360","Microsoft Game Studios"
"Forza Motorsport 3: Ultimate Edition","X360","Microsoft Game Studios"
"Forza Motorsport 4","X360","Microsoft Game Studios"
"Forza Motorsport 5","XOne","Microsoft Game Studios"
"Forza Motorsport 6","XOne","Microsoft Game Studios"
"Fossil Fighters","DS","Nintendo"
"Fossil Fighters (JP sales)","DS","Nintendo"
"Fossil Fighters: Champions","DS","Nintendo"
"Fossil Fighters: Frontier","3DS","Nintendo"
"Foster's Home for Imaginary Friends: Imagination Invaders","DS","Midway Games"
"Foto Frenzy: Spot The Diffrence","DS","Storm City Games"
"Foto Showdown","DS","Unknown"
"Fox Sports College Hoops '99","N64","Fox Interactive"
"Fox Sports Golf '99","PS","Gremlin Interactive Ltd"
"FoxKids.com Micro Maniacs Racing","PS","Codemasters"
"Fracture","PS3","LucasArts"
"Fracture","X360","LucasArts"
"Fragile Dreams: Farewell Ruins of the Moon","Wii","Rising Star Games"
"Frank Thomas Big Hurt Baseball","PS","Acclaim Entertainment"
"Frankenstein's Monster","2600","Data Age"
"Franklin's Great Adventures","DS","Game Factory"
"Franklin the Turtle","GBA","Game Factory"
"Franklin: A Birthday Surprise","PS2","Game Factory"
"Frantix","PSP","Ubisoft"
"Freaky Flyers","GC","Unknown"
"Freaky Flyers","PS2","Midway Games"
"Freaky Flyers","XB","Midway Games"
"Freddi Fish: ABC under the sea","DS","Atari"
"Freddi Fish: Kelp Seed Mystery","Wii","Majesco Entertainment"
"Free Running","Wii","Reef Entertainment"
"Freedom Fighters","GC","Electronic Arts"
"Freedom Fighters","PS2","Electronic Arts"
"Freedom Fighters","XB","Electronic Arts"
"Freedom Wars","PSV","Sony Computer Entertainment"
"Freedom Wings","DS","Natsume"
"Freekstyle","GBA","Zoo Digital Publishing"
"Freekstyle","GC","Electronic Arts"
"Freekstyle","PS2","Electronic Arts"
"Freelancer","PC","Microsoft Game Studios"
"Freestyle Metal X","GC","Midway Games"
"Freestyle Metal X","PS2","Midway Games"
"Freestyle Metal X","XB","Midway Games"
"Freeway","2600","Activision"
"Frequency","PS2","Sony Computer Entertainment"
"Fresh PreCure! Asobi Collection","DS","Namco Bandai Games"
"Freshly-Picked: Tingle's Rosy Rupeeland","DS","Nintendo"
"Friend Collection","DS","Nintendo"
"Friends: The One with All the Trivia","PS2","Warner Bros. Interactive Entertainment"
"Frisbee Disc Freestyle / Frisbee Disc Golf","DS","DSI Games"
"Fritz Chess","DS","Deep Silver"
"Fritz Chess","PS3","Deep Silver"
"Fritz Chess","Wii","Deep Silver"
"Frogger","2600","Parker Bros."
"Frogger","PS","Hasbro Interactive"
"Frogger's Adventures 2: The Lost Wand","GBA","Konami Digital Entertainment"
"Frogger's Adventures: Temple of the Frog","GBA","Konami Digital Entertainment"
"Frogger's Adventures: The Rescue","GC","Konami Digital Entertainment"
"Frogger's Adventures: The Rescue","PS2","Konami Digital Entertainment"
"Frogger's Journey: The Forgotten Relic","GBA","Konami Digital Entertainment"
"Frogger 2: Swampy's Revenge","PS","Hasbro Interactive"
"Frogger 3D","3DS","Konami Digital Entertainment"
"Frogger Advance: The Great Quest","GBA","Konami Digital Entertainment"
"Frogger Beyond","GC","Konami Digital Entertainment"
"Frogger Beyond","XB","Konami Digital Entertainment"
"Frogger II: Threeedeep!","2600","Parker Bros."
"Frogger: Ancient Shadow","GC","Konami Digital Entertainment"
"Frogger: Ancient Shadow","PS2","Konami Digital Entertainment"
"Frogger: Ancient Shadow","XB","Konami Digital Entertainment"
"Frogger: Helmet Chaos","DS","Konami Digital Entertainment"
"Frogger: Helmet Chaos","PSP","Konami Digital Entertainment"
"Frogger: The Great Quest","PS2","Konami Digital Entertainment"
"Frogs And Flies","2600","Mattel Interactive"
"From Russia With Love","GC","Electronic Arts"
"From Russia With Love","PS2","Electronic Arts"
"From Russia With Love","PSP","Electronic Arts"
"From Russia With Love","XB","Electronic Arts"
"From The Abyss","DS","Nobilis"
"From TV Animation One Piece: Grand Battle 2","PS","Namco Bandai Games"
"From TV Animation One Piece: Grand Battle! 3","GC","Namco Bandai Games"
"From TV Animation One Piece: Grand Battle! 3","PS2","Namco Bandai Games"
"From TV Animation One Piece: Tobidase Kaizokudan!","PS","Namco Bandai Games"
"From TV Animation One Piece: Treasure Battle!","GC","Namco Bandai Games"
"From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!","GB","Banpresto"
"Front Line","2600","Taito"
"Front Mission","DS","Square Enix"
"Front Mission","SNES","SquareSoft"
"Front Mission 2","PS","SquareSoft"
"Front Mission 2089: Border of Madness","DS","Square Enix"
"Front Mission 3","PS","SquareSoft"
"Front Mission 4","PS2","Square Enix"
"Front Mission 5: Scars of the War","PS2","Square Enix"
"Front Mission Alternative","PS","SquareSoft"
"Front Mission Evolved","PC","Square Enix"
"Front Mission Evolved","PS3","Square Enix"
"Front Mission Evolved","X360","Square Enix"
"Front Mission: Gun Hazard","SNES","SquareSoft"
"Frontier Gate","PSP","Konami Digital Entertainment"
"Frontlines: Fuel of War","PC","THQ"
"Frontlines: Fuel of War","X360","THQ"
"Frostbite","2600","Activision"
"Fuel","PC","Codemasters"
"Fuel","PS3","Codemasters"
"Fuel","X360","Codemasters"
"Fugitive Hunter: War on Terror","PS2","Play It"
"Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party","3DS","Namco Bandai Games"
"Full Auto","X360","Sega"
"Full Auto 2: Battlelines","PS3","Sega"
"Full House Kiss 2","PS2","Capcom"
"Full Spectrum Warrior","PS2","THQ"
"Full Spectrum Warrior","XB","THQ"
"Full Spectrum Warrior: Ten Hammers","PS2","THQ"
"Full Spectrum Warrior: Ten Hammers","XB","THQ"
"Fullmetal Alchemist 2: Curse of the Crimson Elixir","PS2","Square Enix"
"Fullmetal Alchemist and the Broken Angel","PS2","Square Enix"
"Fullmetal Alchemist: Brotherhood","PSP","Unknown"
"Fullmetal Alchemist: Dual Sympathy","DS","Empire Interactive"
"Fullmetal Alchemist: Prince of the Dawn","Wii","Square Enix"
"Fullmetal Alchemist: Trading Card Game","DS","Destineer"
"FunkMaster Flex's Digital Hitz Factory","PS2","Jester Interactive"
"Funky Barn","3DS","Ubisoft"
"Fur Fighters: Viggo's Revenge","PS2","Acclaim Entertainment"
"Furious Karting","XB","Atari"
"Furu Furu Park","Wii","Taito"
"Fuse (Insomniac)","PS3","Electronic Arts"
"Fuse (Insomniac)","X360","Electronic Arts"
"Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!","N64","ChunSoft"
"Fushigi no Dungeon: Fuurai no Shiren 3 Portable","PSP","Spike"
"Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice","DS","ChunSoft"
"Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu","GB","ChunSoft"
"Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore","DS","Benesse"
"Futurama","PS2","SCi"
"Futurama","XB","SCi"
"Future Card Buddy Fight: Yuujou no Bakunetsu Fight","3DS","FuRyu"
"Future Cop L.A.P.D.","PS","Electronic Arts"
"Future Tactics: The Uprising","GC","JoWood Productions"
"Future Tactics: The Uprising","PS2","Crave Entertainment"
"Future Tactics: The Uprising","XB","JoWood Productions"
"futureU: The Prep Game for SAT","DS","Aspyr"
"Fuun Shinsengumi Bakumatsuden Portable","PSP","From Software"
"Fuuraiki 3","PSV","Unknown"
"Fuzion Frenzy","XB","Microsoft Game Studios"
"Fuzion Frenzy 2","X360","Microsoft Game Studios"
"G-Force","DS","Disney Interactive Studios"
"G-Force","PS2","Disney Interactive Studios"
"G-Force","PS3","Disney Interactive Studios"
"G-Force","PSP","Electronic Arts"
"G-Force","Wii","Disney Interactive Studios"
"G-Force","X360","Disney Interactive Studios"
"G-Police","PS","Psygnosis"
"G-Police: Weapons of Justice","PS","Psygnosis"
"G-Saviour","PS2","Sunrise Interactive"
"G Darius","PS","THQ"
"G.I. Joe: The Rise of Cobra","DS","Electronic Arts"
"G.I. Joe: The Rise of Cobra","PS2","Electronic Arts"
"G.I. Joe: The Rise of Cobra","PS3","Electronic Arts"
"G.I. Joe: The Rise of Cobra","PSP","Electronic Arts"
"G.I. Joe: The Rise of Cobra","Wii","Electronic Arts"
"G.I. Joe: The Rise of Cobra","X360","Electronic Arts"
"G1 Grand Prix","3DS","Genki"
"G1 Jockey 2","PS2","Tecmo Koei"
"G1 Jockey 3","PS2","THQ"
"G1 Jockey 4 2007","PS2","Tecmo Koei"
"G1 Jockey 4 2008","PS3","Tecmo Koei"
"G1 Jockey Wii","Wii","Tecmo Koei"
"GA - Geijutsuka Art Design Class: Slapstick Wonder Land","PSP","Russel"
"Gabrielle's Ghostly Groove 3D","3DS","Funbox Media"
"Gacharoku","PS2","Sony Computer Entertainment"
"GachiTora! Abarenbou Kyoushi in High School","PSP","Spike"
"Gadget Racers","PS2","Midas Interactive Entertainment"
"Gadget Racers (PAL)","PS2","Zoo Digital Publishing"
"Gaia Saver Hero Saidai no Sakusen","SNES","Banpresto"
"Gaist Crusher","3DS","Capcom"
"Gaist Crusher God","3DS","Capcom"
"Gakken DS: Shin TOEIC Test Kanzen Kouryaku","DS","Gakken"
"Gaku ? Ou: The Royal Seven Stars","PSP","Alchemist"
"Gakuen Alice: WakuWaku * Happy Friends","DS","Kids Station"
"Gakuen Hetalia","DS","Idea Factory"
"Gakuen Hetalia Portable","PSP","Idea Factory"
"Gakuen K: Wonderful School Days","PSP","Idea Factory"
"Gakusen Toshi Asterisk Festa: Houka Kenran","PSV","Namco Bandai Games"
"Gal Gun","PS3","Alchemist"
"Gal Gun: Double Peace","PSV","PQube"
"Gal*Gun","X360","Alchemist"
"Galactic Attack","SAT","Acclaim Entertainment"
"Galactic Taz Ball","DS","Warner Bros. Interactive Entertainment"
"Galactic Wrestling: Featuring Ultimate Muscle","PS2","Namco Bandai Games"
"Galaga: Destination Earth","PS","Hasbro Interactive"
"Galaxian","2600","Atari"
"Galaxy Angel II: Eigou Kaiki no Koku","PS2","Broccoli"
"Galaxy Angel II: Mugen Kairou no Kagi","PS2","Broccoli"
"Galaxy Angel II: Zettairyouiki no Tobira","PS2","Broccoli"
"Galaxy Fight","SAT","Sunsoft"
"Galaxy Racers","DS","Ubisoft"
"Gale Racer","SAT","Sega"
"Galerians","PS","Crave Entertainment"
"Galerians: Ash","PS2","Sammy Corporation"
"Galidor: Defenders of the Outer Dimension","GBA","Electronic Arts"
"Galileo","DS","D3Publisher"
"Galleon: Islands of Mystery","XB","SCi"
"Gallop & Ride!","Wii","THQ"
"Gallop Racer","PS","Tecmo Koei"
"Gallop Racer (JP)","PS","Tecmo Koei"
"Gallop Racer 2: One and Only Road to Victory","PS","Tecmo Koei"
"Gallop Racer 2000","PS","Tecmo Koei"
"Gallop Racer 2001","PS2","Tecmo Koei"
"Gallop Racer 2003: A New Breed","PS2","Zoo Digital Publishing"
"Gallop Racer 2004","PS2","Zoo Digital Publishing"
"Gallop Racer 2006","PS2","Tecmo Koei"
"Gallop Racer Inbreed","PS2","Tecmo Koei"
"Gambler Densetsu Tetsuya","PS2","Athena"
"Game & Wario","WiiU","Nintendo"
"Game & Watch Gallery","GB","Nintendo"
"Game & Watch Gallery 2","GB","Nintendo"
"Game & Watch Gallery 3","GB","Nintendo"
"Game & Watch Gallery 4","GBA","Nintendo"
"Game Book DS: Sword World 2.0","DS","Broccoli"
"Game Center CX: 3-Choume no Arino","3DS","Namco Bandai Games"
"Game Center CX: Arino no Chousenjou 2","DS","Namco Bandai Games"
"Game de Hakken!! Tamagotchi 2","GB","Namco Bandai Games"
"Game Hits!","DS","Foreign Media Games"
"Game no Kanzume Vol 1","SCD","Sega"
"Game no Kanzume Vol 2","SCD","Sega"
"Game of Thrones","PC","Focus Home Interactive"
"Game of Thrones","PS3","Focus Home Interactive"
"Game of Thrones","X360","Focus Home Interactive"
"Game of Thrones (Telltale)","PS3","Telltale Games"
"Game of Thrones (Telltale)","PS4","Telltale Games"
"Game of Thrones (Telltale)","X360","Telltale Games"
"Game of Thrones (Telltale)","XOne","Telltale Games"
"Game Party","Wii","Midway Games"
"Game Party 2","Wii","Midway Games"
"Game Party 3","Wii","Warner Bros. Interactive Entertainment"
"Game Party in Motion","X360","Warner Bros. Interactive Entertainment"
"Game Party: Champions","WiiU","Warner Bros. Interactive Entertainment"
"Gameboy Gallery","GB","Nintendo"
"GameBoy Wars","GB","Nintendo"
"Games Around the World","DS","Zoo Games"
"Games Explosion!","GBA","THQ"
"Ganbare Goemon 2: Kiteretsu Shougun Magginesu","SNES","Konami Digital Entertainment"
"Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame","SNES","Konami Digital Entertainment"
"Ganbare Goemon! Karakuri Douchuu","NES","Konami Digital Entertainment"
"Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu","SNES","Konami Digital Entertainment"
"Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki","DS","Konami Digital Entertainment"
"Ganbaru Watashi no Kakei Diary","DS","Nintendo"
"Gangs of London","PSP","Sony Computer Entertainment"
"Gardening Mama","DS","505 Games"
"Garfield's Fun Fest","DS","Zoo Digital Publishing"
"Garfield's Nightmare","DS","Game Factory"
"Garfield Gets Real","DS","Zushi Games"
"Garfield: A Tale of Two Kitties","DS","Game Factory"
"Garfield: Lasagna World Tour","PS2","Blast! Entertainment Ltd"
"Garfield: The Search for Pooky","GBA","Game Factory"
"Garou Densetsu 3: Road to the Final Victory","SAT","SNK"
"Gauntlet","2600","Answer Software"
"Gauntlet / Rampart","GBA","Zoo Digital Publishing"
"Gauntlet Legends","N64","Midway Games"
"Gauntlet Legends","PS","Midway Games"
"Gauntlet: Dark Legacy","GC","Midway Games"
"Gauntlet: Dark Legacy","PS2","Midway Games"
"Gauntlet: Dark Legacy","XB","Midway Games"
"Gauntlet: Seven Sorrows","PS2","Midway Games"
"Gauntlet: Seven Sorrows","XB","Midway Games"
"Gears of War","PC","Microsoft Game Studios"
"Gears of War","X360","Microsoft Game Studios"
"Gears of War 2","X360","Microsoft Game Studios"
"Gears of War 3","X360","Microsoft Game Studios"
"Gears of War 4","XOne","Microsoft Game Studios"
"Gears of War: Judgment","X360","Microsoft Game Studios"
"Gears of War: Ultimate Edition","XOne","Microsoft Game Studios"
"Gegege no Kitarou 2: Youkai Gundan no Chousen","NES","Namco Bandai Games"
"Gegege no Kitarou: Youkai Daigekisen","DS","Namco Bandai Games"
"Geist","GC","Nintendo"
"Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou","PS3","Fields"
"Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa","PSP","Unknown"
"Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa","PS3","Unknown"
"Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin","PS3","Unknown"
"Gekido","PS","Infogrames"
"Gekido Advance: Kintaro's Revenge","GBA","Zoo Digital Publishing"
"Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack","PS3","Namco Bandai Games"
"Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack","PS3","Namco Bandai Games"
"Gekijouban Madoka Magicka: The Battle Pentagram","PSV","Namco Bandai Games"
"Gekikuukan Pro Yakyuu: At the End of the Century 1999","PS2","SquareSoft"
"Gekka Ryouran Romance","PSP","Idea Factory"
"Gem Quest: 4 Elements","DS","Mastertronic"
"Gem Smashers","3DS","Crave Entertainment"
"Gem Smashers","Wii","Crave Entertainment"
"Generation of Chaos","PSP","Midas Interactive Entertainment"
"Generator Rex: Agent of Providence","3DS","Activision"
"Generator Rex: Agent of Providence","DS","Activision"
"Generator Rex: Agent of Providence","PS3","Activision"
"Generator Rex: Agent of Providence","Wii","Activision"
"Generator Rex: Agent of Providence","X360","Activision"
"Genji: Dawn of the Samurai","PS2","Sony Computer Entertainment"
"Genji: Days of the Blade","PS3","Sony Computer Entertainment"
"Genkai Tokki Monster Monpiece","PSV","Idea Factory"
"Genkai Tokki: Moero Crystal","PSV","Compile Heart"
"Genkai Tokki: Seven Pirates","PSV","Compile Heart"
"Genkai Totsuki Moero Chronicle","PSV","Compile Heart"
"Genma Onimusha","XB","Capcom"
"Genroh","PSP","Idea Factory"
"Gensou Suikoden I & II","PSP","Konami Digital Entertainment"
"Geometry Wars: Galaxies","DS","Vivendi Games"
"Geometry Wars: Galaxies","Wii","Vivendi Games"
"Geon Cube","Wii","P2 Games"
"George of the Jungle and the Search for the Secret","DS","Ignition Entertainment"
"George of the Jungle and the Search for the Secret","Wii","Ignition Entertainment"
"Germany's Next Topmodel 2011","DS","7G//AMES"
"Germany's Next Topmodel 2011","Wii","7G//AMES"
"Get Fit with Mel B","PS3","Black Bean Games"
"Get Fit with Mel B","Wii","Black Bean Games"
"Get Fit with Mel B","X360","Black Bean Games"
"Get On Da Mic","PS2","Eidos Interactive"
"Get Up and Dance","PS3","O-Games"
"Get Up and Dance","Wii","O-Games"
"Geten no Hana","PSP","Tecmo Koei"
"Geten no Hana: Yume Akari","PSP","Tecmo Koei"
"Getsuei Gakuen: kou","PSV","Arc System Works"
"Gex","PS","Crystal Dynamics"
"Gex 3: Deep Cover Gecko","N64","Crave Entertainment"
"Gex 3: Deep Cover Gecko","PS","Eidos Interactive"
"Gex 64: Enter the Gecko","N64","GT Interactive"
"Gex: Enter the Gecko","PS","BMG Interactive Entertainment"
"Ghost in the Shell","PS","Sony Computer Entertainment"
"Ghost in the Shell: Stand Alone Complex","PS2","Namco Bandai Games"
"Ghost in the Shell: Stand Alone Complex","PSP","Atari"
"Ghost Pirates of Vooju Island","PC","DTP Entertainment"
"Ghost Rider","PSP","Take-Two Interactive"
"Ghost Squad","Wii","Sega"
"Ghost Trick: Phantom Detective","DS","Capcom"
