"critic_score","user_score","critic_count","user_count","score_id"
0,0,0,0,8516
0,0,0,0,8517
70,6.4,26,31,8518
76,8.2,43,29,8519
72,6.8,28,15,8520
66,3.7,8,20,8521
0,0,0,0,8522
0,0,0,0,8523
66,7.3,14,11,8524
75,7,44,47,8525
45,7.4,9,10,8526
66,7.7,32,11,8527
83,8.9,54,35,8528
0,0,0,0,8529
61,0,4,0,8530
0,0,0,0,8531
67,0,23,0,8532
37,3.5,4,8,8533
0,0,0,0,8534
73,2.8,24,34,8535
0,0,0,0,8536
0,0,0,0,8537
81,9.2,40,100,8538
51,7,17,130,8539
68,7.6,24,8,8540
0,0,0,0,8541
75,8.8,18,18,8542
71,8.1,9,19,8543
83,9,23,12,8544
67,6.6,7,7,8545
51,5.2,18,17,8546
67,6.3,29,15,8547
0,0,0,0,8548
77,8.1,15,40,8549
77,7.2,19,12,8550
62,5.8,40,18,8551
47,0,4,0,8552
52,7.1,11,21,8553
0,0,0,0,8554
55,7.8,19,94,8555
0,0,0,0,8556
61,0,12,0,8557
52,0,4,0,8558
74,7.3,16,6,8559
0,0,0,0,8560
0,0,0,0,8561
0,0,0,0,8562
0,0,0,0,8563
56,0,4,0,8564
0,0,0,0,8565
57,5.3,48,46,8566
0,0,0,0,8567
0,0,0,0,8568
74,8.1,32,21,8569
59,0,5,0,8570
0,0,0,0,8571
66,0,5,0,8572
0,0,0,0,8573
0,0,0,0,8574
75,8.7,33,49,8575
0,0,0,0,8576
0,0,0,0,8577
0,0,0,0,8578
0,0,0,0,8579
0,0,0,0,8580
0,0,0,0,8581
0,0,0,0,8582
0,0,0,0,8583
0,0,0,0,8584
0,0,0,0,8585
0,0,0,0,8586
0,0,0,0,8587
0,0,0,0,8588
0,0,0,0,8589
0,0,0,0,8590
71,6.4,12,463,8591
37,0,31,0,8592
61,5.2,23,5,8593
0,0,0,0,8594
0,0,0,0,8595
0,0,0,0,8596
63,7.6,17,13,8597
70,6.3,16,27,8598
0,0,0,0,8599
59,0,7,0,8600
50,5.7,18,16,8601
0,0,0,0,8602
73,7.5,12,48,8603
0,0,0,0,8604
0,0,0,0,8605
0,0,0,0,8606
0,0,0,0,8607
58,3.1,12,15,8608
53,6.9,4,63,8609
0,0,0,0,8610
69,6.5,23,14,8611
0,0,0,0,8612
0,0,0,0,8613
86,7.1,5,66,8614
0,0,0,0,8615
0,0,0,0,8616
0,0,0,0,8617
73,7.5,44,27,8618
64,7.8,20,17,8619
0,0,0,0,8620
0,0,0,0,8621
55,0,7,0,8622
62,7,34,16,8623
0,0,0,0,8624
0,0,0,0,8625
0,0,0,0,8626
78,0,9,0,8627
84,8.3,16,79,8628
0,0,0,0,8629
0,0,0,0,8630
0,0,0,0,8631
77,8.5,31,18,8632
0,0,0,0,8633
33,0,6,0,8634
62,0,16,0,8635
77,8.6,37,39,8636
82,7.7,34,768,8637
38,2.9,8,52,8638
0,0,0,0,8639
0,0,0,0,8640
0,0,0,0,8641
77,7.8,53,31,8642
0,0,0,0,8643
0,0,0,0,8644
0,0,0,0,8645
74,8.3,22,27,8646
67,7.8,23,49,8647
0,0,0,0,8648
0,0,0,0,8649
0,0,0,0,8650
0,0,0,0,8651
0,0,0,0,8652
61,5.3,34,7,8653
70,0,22,0,8654
0,0,0,0,8655
32,4.8,4,16,8656
0,0,0,0,8657
0,0,0,0,8658
82,7.4,52,965,8659
0,0,0,0,8660
89,7.8,16,6,8661
0,0,0,0,8662
0,0,0,0,8663
0,0,0,0,8664
72,7.1,49,36,8665
0,0,0,0,8666
67,7.8,22,23,8667
0,0,0,0,8668
0,0,0,0,8669
0,0,0,0,8670
84,0,11,0,8671
0,0,0,0,8672
77,6.2,27,11,8673
77,8.1,12,8,8674
0,0,0,0,8675
66,6.8,22,6,8676
64,7.8,24,21,8677
0,5.9,0,13,8678
0,0,0,0,8679
63,8,5,5,8680
0,0,0,0,8681
60,3.6,9,138,8682
0,0,0,0,8683
0,0,0,0,8684
0,0,0,0,8685
0,0,0,0,8686
62,0,14,0,8687
68,6.8,4,9,8688
44,7.2,31,37,8689
0,0,0,0,8690
0,0,0,0,8691
0,0,0,0,8692
50,0,8,0,8693
62,6.8,24,14,8694
55,5.5,23,267,8695
0,0,0,0,8696
57,0,6,0,8697
0,0,0,0,8698
0,0,0,0,8699
82,0,5,0,8700
59,7.3,38,23,8701
60,5,4,4,8702
0,0,0,0,8703
0,0,0,0,8704
0,0,0,0,8705
63,0,5,0,8706
0,0,0,0,8707
0,0,0,0,8708
38,3.4,10,5,8709
60,6.6,22,5,8710
64,8.3,23,63,8711
73,7.3,23,21,8712
80,8,8,13,8713
77,8.5,16,11,8714
55,7.3,24,35,8715
78,7.7,17,10,8716
0,0,0,0,8717
0,0,0,0,8718
89,8.5,24,18,8719
36,3.9,6,15,8720
0,0,0,0,8721
0,0,0,0,8722
74,7.7,38,38,8723
0,0,0,0,8724
74,5.9,34,420,8725
0,6.7,0,10,8726
0,0,0,0,8727
75,9.3,17,4,8728
77,7.5,48,67,8729
0,0,0,0,8730
78,6.5,13,4,8731
73,7,30,7,8732
89,7.5,16,6,8733
83,7.8,21,14,8734
48,6.9,7,37,8735
48,6.8,36,17,8736
0,0,0,0,8737
0,0,0,0,8738
0,0,0,0,8739
0,0,0,0,8740
0,0,0,0,8741
0,0,0,0,8742
0,0,0,0,8743
0,0,0,0,8744
77,8.5,38,48,8745
75,8,23,101,8746
0,0,0,0,8747
0,0,0,0,8748
71,5.4,13,19,8749
44,5.9,6,9,8750
56,5.7,8,12,8751
65,7.5,21,35,8752
0,0,0,0,8753
78,7.5,55,23,8754
0,0,0,0,8755
53,5.2,19,5,8756
74,8.3,49,30,8757
0,0,0,0,8758
77,8.9,18,18,8759
54,5.8,8,5,8760
0,0,0,0,8761
0,0,0,0,8762
0,0,0,0,8763
81,6.5,31,16,8764
81,7.8,23,653,8765
70,7.6,43,17,8766
86,6.9,23,433,8767
57,0,9,0,8768
0,0,0,0,8769
49,6.3,29,7,8770
85,8.2,36,153,8771
0,0,0,0,8772
56,6.7,11,7,8773
0,0,0,0,8774
0,0,0,0,8775
0,2.8,0,4,8776
0,0,0,0,8777
0,0,0,0,8778
62,7.5,25,15,8779
0,0,0,0,8780
64,8.6,45,24,8781
26,0,4,0,8782
61,0,4,0,8783
66,7.1,23,8,8784
0,0,0,0,8785
0,0,0,0,8786
0,6.2,0,6,8787
67,8.5,9,8,8788
0,0,0,0,8789
0,0,0,0,8790
77,7.7,9,9,8791
65,8.7,18,41,8792
75,6.7,33,6,8793
0,0,0,0,8794
77,7.5,54,23,8795
30,6.9,5,9,8796
0,0,0,0,8797
0,0,0,0,8798
53,6.8,30,6,8799
63,5.1,17,7,8800
0,0,0,0,8801
72,7.5,38,19,8802
0,0,0,0,8803
60,6.2,15,10,8804
55,6.3,10,6,8805
0,0,0,0,8806
82,7.9,28,14,8807
0,0,0,0,8808
75,8.8,25,5,8809
0,8.1,0,14,8810
0,0,0,0,8811
57,6.3,7,6,8812
89,8.6,22,14,8813
0,0,0,0,8814
75,8.2,22,16,8815
75,7,30,12,8816
0,0,0,0,8817
74,8.5,57,64,8818
51,7.2,24,9,8819
81,6.4,8,5,8820
79,6.4,33,9,8821
0,0,0,0,8822
0,0,0,0,8823
61,6.1,45,14,8824
83,7.8,47,104,8825
62,6,39,34,8826
0,0,0,0,8827
54,0,12,0,8828
0,0,0,0,8829
0,0,0,0,8830
0,0,0,0,8831
0,0,0,0,8832
64,8.9,47,9,8833
0,0,0,0,8834
0,2.5,0,13,8835
0,0,0,0,8836
78,8,26,84,8837
0,0,0,0,8838
0,0,0,0,8839
83,8.3,13,9,8840
83,7.8,18,603,8841
0,0,0,0,8842
59,7.1,10,7,8843
0,0,0,0,8844
0,0,0,0,8845
0,0,0,0,8846
0,7.6,0,7,8847
0,0,0,0,8848
47,6.2,26,10,8849
0,0,0,0,8850
0,0,0,0,8851
0,0,0,0,8852
0,0,0,0,8853
83,8,16,6,8854
0,0,0,0,8855
0,0,0,0,8856
0,0,0,0,8857
74,7.3,22,6,8858
62,0,11,0,8859
0,0,0,0,8860
0,0,0,0,8861
43,4.2,5,6,8862
85,7.6,41,16,8863
0,0,0,0,8864
56,8,14,9,8865
0,0,0,0,8866
71,8.5,35,4,8867
51,6.2,29,9,8868
0,0,0,0,8869
52,6.4,12,5,8870
50,6.3,31,8,8871
0,0,0,0,8872
0,0,0,0,8873
40,0,12,0,8874
0,0,0,0,8875
77,0,6,0,8876
0,0,0,0,8877
0,0,0,0,8878
0,0,0,0,8879
0,0,0,0,8880
52,6.8,33,12,8881
0,0,0,0,8882
0,0,0,0,8883
0,0,0,0,8884
71,7.2,20,171,8885
69,8.6,5,10,8886
66,8.5,43,23,8887
79,8.7,54,208,8888
0,0,0,0,8889
60,7,5,8,8890
54,0,6,0,8891
0,0,0,0,8892
83,7.8,17,10,8893
0,0,0,0,8894
0,0,0,0,8895
74,8.2,33,307,8896
0,8,0,60,8897
0,0,0,0,8898
63,6.7,35,7,8899
66,8.1,14,23,8900
73,8.1,16,7,8901
0,0,0,0,8902
0,0,0,0,8903
39,2.5,12,4,8904
0,0,0,0,8905
88,9.4,9,201,8906
64,7.7,22,38,8907
0,0,0,0,8908
0,6.5,0,4,8909
81,0,23,0,8910
35,5,15,23,8911
84,9.1,30,14,8912
0,0,0,0,8913
84,8.1,34,22,8914
70,7.2,10,12,8915
0,0,0,0,8916
65,0,16,0,8917
68,0,13,0,8918
0,0,0,0,8919
75,8.8,31,12,8920
90,7.8,4,71,8921
0,0,0,0,8922
0,0,0,0,8923
66,7.2,38,10,8924
0,0,0,0,8925
67,0,9,0,8926
76,8.7,8,9,8927
65,7,4,10,8928
0,0,0,0,8929
0,0,0,0,8930
80,8.3,25,57,8931
66,8.7,30,29,8932
0,0,0,0,8933
0,0,0,0,8934
0,0,0,0,8935
0,0,0,0,8936
0,0,0,0,8937
0,0,0,0,8938
0,0,0,0,8939
65,8.5,17,10,8940
0,0,0,0,8941
80,7.2,19,12,8942
0,0,0,0,8943
0,0,0,0,8944
74,8,6,11,8945
0,0,0,0,8946
68,6,18,4,8947
0,0,0,0,8948
81,8.2,25,9,8949
0,0,0,0,8950
0,0,0,0,8951
0,0,0,0,8952
39,4.4,27,29,8953
0,0,0,0,8954
0,0,0,0,8955
0,0,0,0,8956
68,8.1,25,63,8957
69,7.9,31,15,8958
0,0,0,0,8959
0,0,0,0,8960
0,0,0,0,8961
0,0,0,0,8962
59,5.4,15,17,8963
43,5.4,11,11,8964
0,0,0,0,8965
74,7.9,27,25,8966
74,6,4,9,8967
65,7.7,21,6,8968
62,0,10,0,8969
71,6.3,8,65,8970
74,8.3,7,6,8971
0,0,0,0,8972
66,7.2,19,39,8973
54,4.6,14,17,8974
0,0,0,0,8975
0,0,0,0,8976
83,9.6,31,16,8977
0,0,0,0,8978
86,7.6,34,12,8979
0,0,0,0,8980
63,6.6,75,445,8981
50,5.4,14,13,8982
80,6.9,15,115,8983
0,0,0,0,8984
80,7.5,10,4,8985
64,7.4,21,7,8986
0,0,0,0,8987
0,0,0,0,8988
66,7.3,42,28,8989
58,7.8,9,6,8990
76,8.2,42,33,8991
56,6.1,13,8,8992
83,8.5,29,1613,8993
0,0,0,0,8994
0,0,0,0,8995
63,0,22,0,8996
0,0,0,0,8997
59,3,36,4,8998
64,0,9,0,8999
56,7.2,6,36,9000
68,0,18,0,9001
0,0,0,0,9002
0,0,0,0,9003
59,5,9,13,9004
59,8,29,6,9005
0,0,0,0,9006
0,3,0,5,9007
0,0,0,0,9008
0,0,0,0,9009
0,0,0,0,9010
74,8.9,22,72,9011
83,7.8,21,8,9012
0,0,0,0,9013
80,7.7,10,31,9014
0,0,0,0,9015
69,7.3,38,17,9016
60,5.6,7,7,9017
50,2.3,4,6,9018
58,3.5,7,6,9019
0,0,0,0,9020
0,0,0,0,9021
0,0,0,0,9022
0,0,0,0,9023
43,0,4,0,9024
79,7.9,36,26,9025
0,0,0,0,9026
75,6.5,29,106,9027
50,0,32,0,9028
0,0,0,0,9029
82,7.7,29,72,9030
0,0,0,0,9031
82,7.5,28,36,9032
0,0,0,0,9033
61,7.1,12,12,9034
76,8,48,23,9035
66,0,32,0,9036
81,8.4,41,1588,9037
0,0,0,0,9038
74,5.3,50,529,9039
59,0,27,0,9040
81,7.9,40,22,9041
38,5.7,40,22,9042
70,0,8,0,9043
0,0,0,0,9044
76,8.2,5,5,9045
0,0,0,0,9046
0,0,0,0,9047
0,0,0,0,9048
0,0,0,0,9049
0,0,0,0,9050
0,0,0,0,9051
0,0,0,0,9052
78,8.5,22,6,9053
74,7.9,6,12,9054
0,0,0,0,9055
68,7.3,13,21,9056
0,0,0,0,9057
44,5.7,14,6,9058
0,0,0,0,9059
0,0,0,0,9060
79,8.6,28,8,9061
0,0,0,0,9062
0,0,0,0,9063
0,0,0,0,9064
0,0,0,0,9065
35,2,24,10,9066
81,8.1,35,10,9067
84,8.4,12,5,9068
59,5.4,26,8,9069
40,2.9,17,9,9070
63,6.9,25,11,9071
81,8.5,24,15,9072
0,0,0,0,9073
0,0,0,0,9074
0,0,0,0,9075
67,6.6,26,26,9076
0,0,0,0,9077
0,0,0,0,9078
0,0,0,0,9079
65,0,12,0,9080
64,7.1,12,12,9081
81,9.1,27,32,9082
0,0,0,0,9083
77,7,16,13,9084
0,0,0,0,9085
68,0,4,0,9086
0,0,0,0,9087
0,5.7,0,148,9088
65,6.8,22,4,9089
0,0,0,0,9090
0,0,0,0,9091
72,7.8,12,4,9092
67,5.2,43,16,9093
72,7.9,24,8,9094
64,7.3,15,37,9095
39,4.4,35,19,9096
0,0,0,0,9097
0,0,0,0,9098
0,0,0,0,9099
0,0,0,0,9100
80,5.5,47,17,9101
0,0,0,0,9102
54,8,43,24,9103
0,0,0,0,9104
0,0,0,0,9105
47,0,6,0,9106
19,3.1,4,7,9107
77,8.7,16,7,9108
71,8.4,23,29,9109
54,7.4,8,7,9110
79,8.8,22,12,9111
0,0,0,0,9112
0,0,0,0,9113
62,0,10,0,9114
0,6.6,0,5,9115
64,5.4,9,13,9116
0,0,0,0,9117
0,0,0,0,9118
88,8,28,116,9119
0,0,0,0,9120
0,0,0,0,9121
79,7.3,9,65,9122
0,0,0,0,9123
69,7.3,9,14,9124
60,6,18,58,9125
78,8.3,21,7,9126
0,0,0,0,9127
38,0,4,0,9128
0,0,0,0,9129
0,0,0,0,9130
0,0,0,0,9131
0,0,0,0,9132
77,7.5,38,589,9133
0,4.1,0,9,9134
64,9.1,17,10,9135
0,0,0,0,9136
85,8.9,60,1404,9137
0,0,0,0,9138
65,8.2,11,9,9139
62,0,24,0,9140
68,8.7,50,12,9141
73,8,38,22,9142
0,0,0,0,9143
96,9.3,34,1495,9144
90,8.2,9,225,9145
0,6.8,0,29,9146
53,0,10,0,9147
0,0,0,0,9148
36,0.5,10,4,9149
70,8.9,35,9,9150
0,0,0,0,9151
0,0,0,0,9152
0,0,0,0,9153
0,0,0,0,9154
79,7.7,10,22,9155
0,0,0,0,9156
0,0,0,0,9157
0,0,0,0,9158
54,7.6,8,7,9159
0,0,0,0,9160
93,9,33,1497,9161
67,8,23,16,9162
0,0,0,0,9163
0,0,0,0,9164
60,0,18,0,9165
0,0,0,0,9166
0,0,0,0,9167
0,0,0,0,9168
0,0,0,0,9169
53,5,4,8,9170
0,0,0,0,9171
71,8.5,17,11,9172
0,0,0,0,9173
0,0,0,0,9174
0,0,0,0,9175
0,0,0,0,9176
73,7.2,57,52,9177
0,5.3,0,9,9178
50,5.4,39,14,9179
93,7.9,5,83,9180
49,4.1,12,106,9181
0,0,0,0,9182
63,8.2,22,6,9183
54,0,6,0,9184
55,6.2,34,33,9185
0,0,0,0,9186
0,0,0,0,9187
0,0,0,0,9188
0,6.9,0,13,9189
0,0,0,0,9190
65,7.5,15,4,9191
71,5.5,5,6,9192
0,0,0,0,9193
0,0,0,0,9194
66,8.4,28,13,9195
0,0,0,0,9196
64,6.6,22,19,9197
0,0,0,0,9198
45,5.9,16,140,9199
87,8.4,8,159,9200
51,4.1,28,22,9201
72,0,11,0,9202
0,0,0,0,9203
0,0,0,0,9204
82,5.2,18,6,9205
77,8.1,32,676,9206
0,0,0,0,9207
68,0,15,0,9208
75,7.9,25,55,9209
77,7.6,20,448,9210
0,8,0,6,9211
0,0,0,0,9212
0,0,0,0,9213
48,5.7,32,24,9214
63,8,20,22,9215
83,7.4,9,5,9216
58,0,8,0,9217
0,0,0,0,9218
0,0,0,0,9219
78,8.4,13,11,9220
0,0,0,0,9221
0,0,0,0,9222
0,0,0,0,9223
0,0,0,0,9224
0,0,0,0,9225
63,6.4,32,45,9226
0,0,0,0,9227
0,0,0,0,9228
38,0,4,0,9229
72,7.8,24,12,9230
0,0,0,0,9231
60,7.2,10,6,9232
0,0,0,0,9233
0,0,0,0,9234
58,7.6,23,10,9235
0,0,0,0,9236
56,0,7,0,9237
0,0,0,0,9238
71,3.8,31,773,9239
0,0,0,0,9240
0,0,0,0,9241
58,8.5,13,8,9242
81,8.6,10,73,9243
75,0,8,0,9244
0,0,0,0,9245
0,0,0,0,9246
0,0,0,0,9247
0,0,0,0,9248
78,6.3,17,211,9249
0,0,0,0,9250
0,0,0,0,9251
30,3,15,4,9252
44,0,8,0,9253
0,6.7,0,6,9254
0,0,0,0,9255
0,0,0,0,9256
67,0,7,0,9257
0,7.1,0,55,9258
0,0,0,0,9259
0,0,0,0,9260
0,0,0,0,9261
62,8.1,39,9,9262
0,0,0,0,9263
60,5.8,19,10,9264
0,0,0,0,9265
76,6.4,21,18,9266
46,6.7,11,16,9267
0,6.2,0,5,9268
0,0,0,0,9269
0,0,0,0,9270
68,9.1,17,7,9271
77,7.5,21,10,9272
54,6.5,23,4,9273
0,0,0,0,9274
35,4.7,11,7,9275
62,0,5,0,9276
0,0,0,0,9277
0,0,0,0,9278
74,9.1,26,7,9279
0,0,0,0,9280
84,8.1,38,85,9281
66,8.8,20,13,9282
65,8,18,5,9283
35,6.7,17,19,9284
0,0,0,0,9285
65,0,8,0,9286
0,0,0,0,9287
65,2.8,17,17,9288
75,7.8,21,24,9289
0,0,0,0,9290
0,0,0,0,9291
0,0,0,0,9292
70,7.4,38,13,9293
73,3,16,440,9294
69,0,7,0,9295
80,7.7,50,13,9296
88,0,18,0,9297
47,7.5,16,4,9298
50,0,6,0,9299
0,0,0,0,9300
0,0,0,0,9301
49,3.5,11,6,9302
0,0,0,0,9303
79,8.5,31,22,9304
65,5.8,10,4,9305
0,0,0,0,9306
0,0,0,0,9307
68,8.1,33,11,9308
76,7.3,49,729,9309
57,0,22,0,9310
72,0,4,0,9311
0,0,0,0,9312
0,0,0,0,9313
0,0,0,0,9314
0,0,0,0,9315
0,0,0,0,9316
76,6.3,8,16,9317
0,0,0,0,9318
66,8.1,6,9,9319
0,0,0,0,9320
0,0,0,0,9321
49,0,4,0,9322
0,0,0,0,9323
0,0,0,0,9324
0,0,0,0,9325
69,7,16,13,9326
0,0,0,0,9327
0,0,0,0,9328
0,0,0,0,9329
0,0,0,0,9330
0,0,0,0,9331
59,8,22,10,9332
58,6.9,6,17,9333
0,0,0,0,9334
48,6.7,20,13,9335
0,0,0,0,9336
53,4,20,4,9337
27,2.8,24,66,9338
0,0,0,0,9339
80,7.8,16,5,9340
0,7.6,0,7,9341
0,0,0,0,9342
0,0,0,0,9343
49,7.1,22,7,9344
0,0,0,0,9345
0,0,0,0,9346
0,0,0,0,9347
0,0,0,0,9348
50,0,8,0,9349
0,0,0,0,9350
0,0,0,0,9351
0,0,0,0,9352
0,0,0,0,9353
26,2.2,4,20,9354
73,0,25,0,9355
0,0,0,0,9356
51,3.7,17,7,9357
0,0,0,0,9358
65,7,13,25,9359
0,0,0,0,9360
72,8.8,35,14,9361
0,0,0,0,9362
0,0,0,0,9363
0,0,0,0,9364
72,7.8,13,50,9365
0,0,0,0,9366
0,0,0,0,9367
71,7.4,43,16,9368
0,0,0,0,9369
41,0,6,0,9370
65,0,12,0,9371
52,0,10,0,9372
0,0,0,0,9373
64,6.3,12,4,9374
0,0,0,0,9375
85,8.7,4,123,9376
0,0,0,0,9377
0,6.7,0,7,9378
79,8.7,23,26,9379
63,0,24,0,9380
0,0,0,0,9381
76,0,25,0,9382
0,0,0,0,9383
0,6.2,0,6,9384
0,0,0,0,9385
50,5.9,31,15,9386
0,0,0,0,9387
39,3.8,13,4,9388
79,9,12,6,9389
53,0,17,0,9390
0,0,0,0,9391
0,0,0,0,9392
58,0,4,0,9393
28,3.2,5,32,9394
44,6,19,11,9395
69,8.7,39,21,9396
0,0,0,0,9397
0,0,0,0,9398
79,6.3,13,4,9399
75,6.2,7,6,9400
0,0,0,0,9401
61,4.2,30,19,9402
0,0,0,0,9403
76,7.1,12,15,9404
70,0,21,0,9405
0,0,0,0,9406
0,0,0,0,9407
0,0,0,0,9408
55,8.2,12,5,9409
0,0,0,0,9410
56,7.8,18,20,9411
79,8.7,17,992,9412
0,0,0,0,9413
0,0,0,0,9414
82,7.2,40,13,9415
0,0,0,0,9416
0,0,0,0,9417
80,8.3,40,21,9418
92,9.1,40,1023,9419
0,0,0,0,9420
60,7.2,6,5,9421
0,0,0,0,9422
65,8.8,9,77,9423
0,0,0,0,9424
69,5.6,25,50,9425
0,0,0,0,9426
80,8.2,62,153,9427
57,7.8,27,14,9428
75,8.5,7,28,9429
79,8.7,16,21,9430
0,0,0,0,9431
0,0,0,0,9432
42,0,4,0,9433
62,6.6,54,28,9434
86,7.3,77,556,9435
0,0,0,0,9436
0,0,0,0,9437
54,8.2,9,17,9438
78,7.5,14,19,9439
0,0,0,0,9440
80,7.6,18,16,9441
64,6.6,5,8,9442
0,0,0,0,9443
0,0,0,0,9444
0,0,0,0,9445
54,7.2,26,22,9446
0,0,0,0,9447
63,6,37,4,9448
0,0,0,0,9449
0,0,0,0,9450
0,0,0,0,9451
0,0,0,0,9452
0,0,0,0,9453
0,0,0,0,9454
0,0,0,0,9455
67,6.8,27,4,9456
50,7.1,31,31,9457
0,0,0,0,9458
74,0,15,0,9459
0,0,0,0,9460
0,0,0,0,9461
70,2.5,14,1967,9462
61,7.5,14,4,9463
80,9.2,12,5,9464
0,0,0,0,9465
0,0,0,0,9466
0,7.2,0,19,9467
0,0,0,0,9468
88,8.8,34,1056,9469
0,3.1,0,7,9470
66,6.2,27,25,9471
58,5.5,34,49,9472
0,0,0,0,9473
0,0,0,0,9474
0,0,0,0,9475
0,0,0,0,9476
0,0,0,0,9477
0,0,0,0,9478
0,0,0,0,9479
56,8.1,33,7,9480
33,8,9,11,9481
42,7.3,14,18,9482
73,0,19,0,9483
0,0,0,0,9484
0,0,0,0,9485
83,7.3,21,60,9486
91,8,23,352,9487
48,5.6,11,17,9488
0,0,0,0,9489
76,8.2,33,5,9490
62,8.3,8,12,9491
61,5.7,27,7,9492
76,6.2,17,5,9493
0,6.2,0,5,9494
83,5.5,17,8,9495
0,0,0,0,9496
62,0,10,0,9497
0,0,0,0,9498
77,8.5,51,22,9499
48,3.7,26,6,9500
86,7.6,20,225,9501
0,0,0,0,9502
72,7.8,56,35,9503
0,0,0,0,9504
0,0,0,0,9505
0,0,0,0,9506
78,0,13,0,9507
66,8.7,32,15,9508
65,0,10,0,9509
0,0,0,0,9510
0,0,0,0,9511
0,7,0,23,9512
62,6.4,15,162,9513
77,6.8,8,10,9514
73,7.2,21,11,9515
68,6.9,13,8,9516
0,0,0,0,9517
0,0,0,0,9518
0,0,0,0,9519
0,2.5,0,6,9520
24,3.5,8,21,9521
80,8.5,40,28,9522
0,0,0,0,9523
0,0,0,0,9524
0,0,0,0,9525
62,7,26,9,9526
0,0,0,0,9527
42,3.9,6,7,9528
41,6.3,5,4,9529
0,0,0,0,9530
0,0,0,0,9531
0,0,0,0,9532
0,0,0,0,9533
0,0,0,0,9534
59,0,16,0,9535
0,0,0,0,9536
78,8.2,42,48,9537
67,7.5,19,61,9538
68,8,25,9,9539
0,0,0,0,9540
0,0,0,0,9541
0,0,0,0,9542
0,0,0,0,9543
0,0,0,0,9544
0,0,0,0,9545
0,0,0,0,9546
67,7.8,4,25,9547
0,0,0,0,9548
39,1.8,6,10,9549
63,0,7,0,9550
48,5.6,20,8,9551
61,7.4,12,16,9552
58,0,4,0,9553
51,6.5,38,21,9554
0,0,0,0,9555
70,9.4,4,5,9556
61,7,31,7,9557
57,5,22,6,9558
0,0,0,0,9559
84,7.7,25,11,9560
38,2.4,58,92,9561
59,7.2,17,23,9562
50,6.8,18,4,9563
0,7,0,10,9564
0,0,0,0,9565
74,8.4,20,7,9566
0,0,0,0,9567
0,0,0,0,9568
0,0,0,0,9569
73,8.3,11,17,9570
39,6.4,39,55,9571
53,6.7,18,6,9572
0,0,0,0,9573
52,8.5,9,13,9574
68,7.1,24,36,9575
0,0,0,0,9576
0,0,0,0,9577
0,0,0,0,9578
73,8.8,36,12,9579
63,6.2,20,5,9580
0,0,0,0,9581
0,0,0,0,9582
0,6.5,0,4,9583
0,0,0,0,9584
0,7.8,0,4,9585
68,7.5,50,68,9586
64,0,6,0,9587
0,0,0,0,9588
0,0,0,0,9589
0,0,0,0,9590
0,0,0,0,9591
0,0,0,0,9592
68,0,4,0,9593
0,0,0,0,9594
0,0,0,0,9595
0,3.8,0,5,9596
0,0,0,0,9597
0,0,0,0,9598
85,7,17,43,9599
0,0,0,0,9600
0,0,0,0,9601
60,8.3,7,48,9602
72,0,4,0,9603
0,0,0,0,9604
0,0,0,0,9605
0,0,0,0,9606
57,0,10,0,9607
0,0,0,0,9608
63,8.2,17,11,9609
61,8.2,40,19,9610
0,0,0,0,9611
0,0,0,0,9612
0,0,0,0,9613
0,0,0,0,9614
0,0,0,0,9615
0,0,0,0,9616
75,6.6,13,12,9617
60,8.8,6,44,9618
0,0,0,0,9619
60,7.2,4,21,9620
0,0,0,0,9621
0,0,0,0,9622
0,0,0,0,9623
37,3,33,40,9624
47,6.7,10,7,9625
70,0,23,0,9626
0,0,0,0,9627
69,7.8,17,11,9628
83,7.8,15,12,9629
0,0,0,0,9630
0,2,0,8,9631
75,9.2,23,12,9632
51,0,4,0,9633
0,0,0,0,9634
0,0,0,0,9635
70,8.1,21,15,9636
0,0,0,0,9637
74,9.1,41,12,9638
45,6.6,13,17,9639
62,0,14,0,9640
0,0,0,0,9641
79,7.2,41,15,9642
0,0,0,0,9643
83,7.1,48,418,9644
36,4.8,8,4,9645
0,0,0,0,9646
0,0,0,0,9647
75,0,10,0,9648
0,0,0,0,9649
0,0,0,0,9650
0,0,0,0,9651
0,0,0,0,9652
71,0,20,0,9653
0,0,0,0,9654
0,5.7,0,23,9655
0,0,0,0,9656
0,0,0,0,9657
84,7.7,33,838,9658
71,7.4,32,16,9659
0,6.6,0,13,9660
0,0,0,0,9661
50,4.7,32,47,9662
0,0,0,0,9663
0,0,0,0,9664
67,7.3,21,12,9665
0,0,0,0,9666
0,0,0,0,9667
0,0,0,0,9668
74,7.4,8,10,9669
86,8,17,60,9670
79,6.6,24,5,9671
0,0,0,0,9672
70,7.8,31,22,9673
59,8,9,14,9674
0,0,0,0,9675
81,8.2,23,1209,9676
0,0,0,0,9677
0,0,0,0,9678
61,4.8,8,6,9679
0,0,0,0,9680
63,8.2,5,6,9681
0,0,0,0,9682
0,0,0,0,9683
53,0,5,0,9684
59,5.2,8,6,9685
0,0,0,0,9686
0,0,0,0,9687
53,7,53,27,9688
62,0,5,0,9689
0,0,0,0,9690
0,0,0,0,9691
0,1.3,0,9,9692
0,0,0,0,9693
79,7.8,15,16,9694
53,8.1,19,14,9695
0,0,0,0,9696
0,0,0,0,9697
0,0,0,0,9698
0,0,0,0,9699
0,0,0,0,9700
49,5,14,4,9701
60,0,7,0,9702
0,0,0,0,9703
